date,total_pnl_usd,avg_pnl_usd,total_volume_usd,trade_count,avg_trade_size_usd,pnl_volatility,unique_traders,buy_volume_usd,sell_volume_usd,buy_sell_ratio,timestamp,value,classification
2024-02-11,0.0,0.0,40000.0,2,20000.0,0.0,1,40000.0,0.0,1.0,1707629400,71,Greed
2024-02-12,18489.604313,68.48001597407408,585243.56,270,2167.568740740741,379.90364074572494,8,352851.42,232392.13999999998,1.5183448975511822,1707715800,70,Greed
2024-03-01,866.015507,12.925604582089552,394499.36,67,5888.050149253731,50.415365667933756,1,196816.9,197682.46,0.9956214628247747,1709271000,80,Extreme Greed
2024-03-02,223.30918699999998,3.9876640535714283,603820.0,56,10782.5,68.62663189543068,1,300826.92,302993.08,0.9928507938201095,1709357400,80,Extreme Greed
2024-03-03,8361.086245,105.83653474683545,390745.68,79,4946.1478481012655,199.82398269178753,1,191192.29,199553.39,0.9581009372980334,1709443800,83,Extreme Greed
2024-03-04,126.7884,31.6971,16887.57,4,4221.8925,63.3942,2,13380.22,3507.35,3.8149086917473305,1709530200,82,Extreme Greed
2024-03-05,5306.017045,147.3893623611111,282682.64999999997,36,7852.295833333333,280.85451321791754,3,172.18,282510.47,0.000609464137736205,1709616600,90,Extreme Greed
2024-03-06,562.808208,8.040117257142859,21466.86,70,306.66942857142857,11.849209775400267,1,14384.74,7082.12,2.0311347449633725,1709703000,75,Extreme Greed
2024-03-07,1118.387284,62.132626888888886,179600.66,18,9977.814444444444,130.94390209637675,2,179600.66,0.0,1.0,1709789400,82,Extreme Greed
2024-03-08,464.1897,12.545667567567568,290532.86,37,7852.239459459459,76.3123165975776,5,290532.20999999996,0.65,446972.6307692307,1709875800,81,Extreme Greed
2024-03-10,100.375782,11.152864666666666,132935.69,9,14770.632222222222,20.273575382952355,2,126422.16,6513.53,19.409162159382088,1710048600,79,Extreme Greed
2024-03-11,0.0,0.0,129055.66,6,21509.27666666667,0.0,2,129055.66,0.0,1.0,1710135000,82,Extreme Greed
2024-03-12,23576.539285,63.03887509358289,1084666.53,374,2900.177887700535,229.00768096588675,8,546804.58,537861.95,1.0166262551199243,1710221400,81,Extreme Greed
2024-04-01,-67.60364,-13.520728,99792.54000000001,5,19958.508,29.544005214373353,1,49930.07,49862.47,1.0013557290683754,1711949400,79,Extreme Greed
2024-04-02,47.62389499999999,1.360682714285714,203187.53,35,5805.358,31.922762604224417,1,103415.98,99771.55,1.0365277476394823,1712035800,79,Extreme Greed
2024-04-03,27799.775742,92.66591914,1577996.87,300,5259.989566666667,152.8211043688667,2,777323.2,800673.67,0.9708364707434427,1712122200,71,Greed
2024-04-04,0.0,0.0,95987.73,32,2999.6165625,0.0,1,0.0,95987.73,0.0,1712208600,70,Greed
2024-04-05,0.0,0.0,58998.75,9,6555.416666666667,0.0,2,0.0,58998.75,0.0,1712295000,79,Extreme Greed
2024-04-06,52.211438,0.9851214716981133,24243.41,53,457.42283018867926,2.4828445149485265,1,12095.619999999999,12147.79,0.9957053916802973,1712381400,75,Extreme Greed
2024-04-07,0.0,0.0,430568.01,25,17222.720400000002,0.0,2,430568.01,0.0,1.0,1712467800,78,Extreme Greed
2024-04-08,-122672.000883,-965.9212667952756,1207744.07,127,9509.795826771655,3618.961540622186,5,331369.01,876375.0599999999,0.3781132361297457,1712554200,76,Extreme Greed
2024-04-09,1065.785132,31.346621529411763,131480.97,34,3867.0873529411765,462.16602470807555,2,83721.49,47759.48,1.7529816070024213,1712640600,80,Extreme Greed
2024-04-11,2799.410474,77.76140205555555,451811.97,36,12550.332499999999,118.94285081013497,2,159968.74,291843.23,0.5481324339783383,1712813400,76,Extreme Greed
2024-04-12,292891.815021,918.1561599404388,769287.65,319,2411.5600313479626,4090.2838520231076,7,324979.29,444308.36,0.7314273582428203,1712899800,79,Extreme Greed
2024-05-01,164.141565,2.486993409090909,1703942.66,66,25817.31303030303,60.7235758141571,1,851889.51,852053.15,0.9998079462531181,1714541400,54,Neutral
2024-05-02,-33.45419400000003,-0.4646415833333337,770198.26,72,10697.198055555556,46.10792460482958,1,385115.98,385082.27999999997,1.0000875137645908,1714627800,43,Fear
2024-05-03,19791.026041,109.95014467222222,841810.32,180,4676.724,195.65804028577477,1,407410.33999999997,434399.98,0.9378691499939755,1714714200,48,Neutral
2024-05-04,10706.484306,107.06484306,503791.8,100,5037.918,304.1028007265851,3,322530.95999999996,181260.84,1.779374739739703,1714800600,67,Greed
2024-05-05,0.916,0.15266666666666667,24068.350000000002,6,4011.391666666667,0.37395543406489856,2,40.69,24027.66,0.001693464948313735,1714887000,69,Greed
2024-05-06,56.055506,1.038064925925926,25350.77,54,469.4587037037037,2.9096994557928553,1,12647.34,12703.43,0.9955846570571885,1714973400,71,Greed
2024-05-07,0.0,0.0,272289.89,32,8509.0590625,0.0,2,272289.89,0.0,1.0,1715059800,68,Greed
2024-05-08,-13013.665169,-162.6708146125,420495.4,80,5256.1925,795.0273715447163,4,236714.5,183780.9,1.2880255782837065,1715146200,64,Greed
2024-05-10,5767.161892,155.86924032432432,605605.74,37,16367.722702702702,217.0879728346648,2,99960.65000000001,505645.09,0.19768935163594686,1715319000,66,Greed
2024-05-11,678.4759280000001,67.8475928,200627.23,10,20062.723,93.32108146532121,1,49990.479999999996,150636.75,0.3318611162282776,1715405400,53,Neutral
2024-05-12,71574.11848800001,156.96078615789474,1256750.79,456,2756.0324342105264,1402.284112762816,8,242829.01,1013921.78,0.23949481586242286,1715491800,56,Greed
2024-06-01,135.58166400000002,6.16280290909091,298521.4,22,13569.154545454547,37.338371573804935,1,149192.99,149328.41,0.9990931397448081,1717219800,72,Greed
2024-06-02,-215.615907,-0.19817638511029412,8047153.41,1088,7396.280707720588,12.69131338108202,1,4028968.68,4018184.73,1.002683786516704,1717306200,73,Greed
2024-06-03,6814.825139,83.10762364634145,327218.02,82,3990.4636585365856,146.9693030530839,1,160201.6,167016.42,0.9591967065274181,1717392600,73,Greed
2024-06-04,236.33513399999998,14.770945874999999,68223.67,16,4263.979375,42.149058574016486,1,0.0,68223.67,0.0,1717479000,73,Greed
2024-06-05,968.59038,107.62115333333333,206016.43,9,22890.714444444442,237.64601629026436,1,179016.9,26999.53,6.630370973124347,1717565400,75,Extreme Greed
2024-06-06,274.173187,1.1716802863247862,137557.76,234,587.8536752136753,3.3659483181601715,1,68641.61,68916.15,0.9960163183811053,1717651800,78,Extreme Greed
2024-06-07,108.87217799999999,4.53634075,2490.17,24,103.75708333333334,10.03473956812726,1,873.4300000000001,1616.7399999999998,0.5402414735826417,1717738200,77,Extreme Greed
2024-06-08,267.318048,2.4982995140186914,61478.38,107,574.5642990654205,8.28376598603028,2,60634.14,844.24,71.82097507817682,1717824600,72,Greed
2024-06-09,-1104.856765,-26.306113452380952,39047.1,42,929.6928571428571,21.910908628012873,2,34990.67,4056.43,8.625976536018124,1717911000,75,Extreme Greed
2024-06-10,130.487079,5.9312308636363635,300130.56,22,13642.298181818182,17.741123762831634,1,40001.08,260129.47999999998,0.15377372837557668,1717997400,72,Greed
2024-06-11,2817.83723,187.85581533333334,123906.9,15,8260.46,309.14971367702964,2,60544.560000000005,63362.340000000004,0.9555291045122387,1718083800,74,Greed
2024-06-12,-92624.643895,-229.83782604218362,3471019.22,403,8612.950918114144,6326.353243835444,10,2296546.94,1174472.28,1.9553862437689886,1718170200,72,Greed
2024-07-01,-835.681235,-8.615270463917525,1048850.06,97,10812.887216494846,34.037905927281535,1,552950.84,495899.22,1.115046803259743,1719811800,53,Neutral
2024-07-02,241.24212,16.082808,6758.73,15,450.582,56.54657345272468,1,2258.7599999999998,4499.97,0.5019500130000866,1719898200,51,Neutral
2024-07-04,0.0,0.0,49988.14,23,2173.397391304348,0.0,1,0.0,49988.14,0.0,1720071000,44,Fear
2024-07-05,883.537693,49.08542738888889,108717.58,18,6039.865555555556,57.79243416391551,3,40395.55,68322.03,0.5912521920089319,1720157400,29,Fear
2024-07-06,8902.467416,20.23288049090909,1098588.76,440,2496.7926363636366,103.25220050843622,3,749082.09,349506.67,2.143255492091181,1720243800,26,Fear
2024-07-07,61.428942,6.1428942,498.75,10,49.875,4.100173833321266,1,0.0,498.75,0.0,1720330200,29,Fear
2024-07-08,188.789255,5.720886515151515,2492.77,33,75.53848484848484,10.349410204930836,3,1298.1799999999998,1194.59,1.0867159443825916,1720416600,28,Fear
2024-07-10,0.0,0.0,219984.65,21,10475.459523809524,0.0,1,0.0,219984.65,0.0,1720589400,28,Fear
2024-07-11,4493.353136,39.764187044247784,111335.3,113,985.2681415929204,107.40420684370638,3,55020.3,56315.0,0.9770096777057623,1720675800,29,Fear
2024-07-12,85906.279067,282.5864442993421,451733.42,304,1485.965197368421,2478.915786497859,6,255448.73,196284.69,1.301419535064095,1720762200,25,Fear
2024-08-01,-269.874439,-2.1083940546875,1522452.43,128,11894.159609375,122.41963598502315,1,734253.79,788198.64,0.931559321137626,1722490200,52,Neutral
2024-08-02,770.756024,77.07560240000001,26051.12,10,2605.112,139.74567826297627,1,2867.9500000000003,23183.170000000002,0.12370827630561308,1722576600,57,Greed
2024-08-03,4271.886236,63.7594960597015,183583.18,67,2740.047462686567,148.75855367571137,1,89875.48,93707.7,0.959104534632693,1722663000,37,Fear
2024-08-04,1218.4267,40.614223333333335,211940.64,30,7064.688,222.45326275219327,2,23777.92,188162.72,0.12636892153769885,1722749400,34,Fear
2024-08-05,1.56576,0.12044307692307693,65973.57,13,5074.89,1.641780493282545,2,65926.89,46.68,1412.3155526992289,1722835800,26,Fear
2024-08-06,129.13883900000002,4.453063413793104,97351.88,29,3356.961379310345,13.610694021064663,2,69448.03,27903.85,2.4888332613599915,1722922200,17,Extreme Fear
2024-08-08,-40.712216999999995,-4.5235796666666666,16299.35,9,1811.038888888889,9.68187399440364,2,15840.07,459.28,34.488917435986764,1723095000,20,Extreme Fear
2024-08-10,5396.546638,149.90407327777777,434584.13,36,12071.781388888889,223.40754741053024,2,434583.53,0.6,724305.8833333334,1723267800,40,Fear
2024-08-11,-64.41354100000007,-1.6516292564102582,270700.44,39,6941.036923076923,72.4018294193872,2,135382.45,135317.99,1.000476359425676,1723354200,39,Fear
2024-08-12,15965.933436,38.014127228571425,932939.72,420,2221.2850476190474,232.61343396421137,6,154005.65,778934.0700000001,0.1977133315018561,1723440600,25,Fear
2024-09-01,-826.349863,-11.804998042857143,870051.97,70,12429.313857142857,214.1803231936485,1,434438.58999999997,435613.38,0.9973031360974265,1725168600,26,Fear
2024-09-03,9949.501624,85.03847541880343,658178.75,117,5625.459401709401,154.56552113291943,1,324113.79,334064.96,0.9702118713677722,1725341400,26,Fear
2024-09-04,0.0,0.0,57063.840000000004,3,19021.280000000002,0.0,1,0.0,57063.840000000004,0.0,1725427800,27,Fear
2024-09-05,1147.595856,40.985566285714285,221966.12,28,7927.361428571428,92.95513364107583,2,51001.63,170964.49,0.29831709497100833,1725514200,29,Fear
2024-09-06,0.0,0.0,22410.22,17,1318.2482352941176,0.0,2,22410.22,0.0,1.0,1725600600,22,Extreme Fear
2024-09-07,648.984412,43.265627466666665,2736.45,15,182.42999999999998,40.13596510326193,1,0.0,2736.45,0.0,1725687000,23,Extreme Fear
2024-09-08,18082.071276,125.56993941666666,503204.86,144,3494.4781944444444,454.8533022933731,5,52518.94,450685.92,0.11653113103688707,1725773400,29,Fear
2024-09-09,0.0,0.0,4014.4300000000003,2,2007.2150000000001,0.0,1,4014.4300000000003,0.0,1.0,1725859800,26,Fear
2024-09-10,396.06272,28.290194285714286,220399.93,14,15742.852142857142,61.54299038481661,1,160003.27000000002,60396.659999999996,2.6492072574874177,1725946200,33,Fear
2024-09-11,102.90894,1.196615581395349,193384.41,86,2248.655930232558,2.90992297730476,2,167837.69999999998,25546.71,6.569836194171382,1726032600,37,Fear
2024-09-12,6310.967676,11.708659881261596,983949.68,539,1825.5096103896105,100.89854795146519,10,740757.99,243191.69,3.0459839725609044,1726119000,31,Fear
2024-10-01,-1517.091342,-7.860576901554404,2057479.48,193,10660.515440414507,119.7894328095249,1,1029498.32,1027981.16,1.0014758636238041,1727760600,50,Neutral
2024-10-03,2482.9272,59.117314285714286,219973.85,42,5237.472619047619,207.7542700001469,1,108745.45,111228.4,0.9776770141438698,1727933400,37,Fear
2024-10-04,5207.443414,127.01081497560976,351735.97,41,8578.926097560974,197.76893722954745,1,339369.25,12366.72,27.44213906355121,1728019800,41,Fear
2024-10-05,2101.741695,95.53371340909092,156882.0,22,7131.0,240.61922882162773,1,123891.36,32990.64,3.7553487898385725,1728106200,49,Neutral
2024-10-06,31.266804999999998,0.589939716981132,46587.93,53,879.0175471698113,1.9665257227845954,2,35278.46,11309.47,3.1193734100713826,1728192600,50,Neutral
2024-10-07,11977.734907,213.88812333928573,687900.21,56,12283.93232142857,337.8156690082534,2,60003.340000000004,627896.87,0.09556241298033545,1728279000,50,Neutral
2024-10-08,0.0,0.0,11339.29,88,128.8555681818182,0.0,2,11338.61,0.68,16674.426470588234,1728365400,49,Neutral
2024-10-09,-219.729659,-73.24321966666666,2547.28,3,849.0933333333334,96.08066367806516,2,766.74,1780.54,0.43062217080211623,1728451800,49,Neutral
2024-10-10,0.0,0.0,300024.33999999997,16,18751.521249999998,0.0,1,300024.33999999997,0.0,1.0,1728538200,39,Fear
2024-10-11,991.114334,5.728984589595376,413636.7,173,2390.963583815029,22.471438317729593,3,87998.01,325638.69,0.2702320476722222,1728624600,32,Fear
2024-10-12,39325.770231,24.640206911654136,3150424.08,1596,1973.94992481203,141.48990698368283,11,1624729.47,1525694.61,1.0649113258648792,1728711000,49,Neutral
2024-11-01,-164.08950099999998,-7.813785761904761,305314.1,21,14538.766666666666,101.92627878710132,2,175805.96000000002,129508.13999999998,1.3574896527739495,1730439000,75,Extreme Greed
2024-11-02,983.443176,28.924799294117648,212311.82,34,6244.465294117647,108.62231864377547,1,110772.36,101539.45999999999,1.0909291816206232,1730525400,72,Greed
2024-11-03,3588.179495,85.43284511904761,176519.44999999998,42,4202.844047619047,196.10462239183906,1,86465.61,90053.84,0.9601546141730325,1730611800,74,Greed
2024-11-04,389.743164,24.35894775,76400.96,16,4775.06,69.72639235953248,1,52007.32,24393.64,2.1320032598660963,1730698200,70,Greed
2024-11-05,251.604742,27.956082444444444,63248.95,9,7027.661111111111,38.73340875071258,1,0.0,63248.95,0.0,1730784600,70,Greed
2024-11-06,4320.631811,35.12708789430894,373279.92,123,3034.7960975609753,169.7310786091785,3,363850.15,9429.77,38.585262418913715,1730871000,70,Greed
2024-11-07,1876.812082,98.77958326315789,169887.02,19,8941.422105263156,150.16378122148163,1,84005.88,85881.14,0.9781644724324806,1730957400,77,Extreme Greed
2024-11-08,847.7766200000001,35.32402583333334,44230.21,24,1842.9254166666667,91.2518343902943,2,3390.36,40839.850000000006,0.08301597581773683,1731043800,75,Extreme Greed
2024-11-10,8885.327477,341.74336450000004,488904.19,26,18804.007307692307,367.9830904604618,2,0.0,488904.19,0.0,1731216600,78,Extreme Greed
2024-11-11,6749.630996,18.09552545844504,1570572.42,373,4210.649919571046,60.90235280005483,4,373601.31,1196971.11,0.3121222449554359,1731303000,76,Extreme Greed
2024-11-12,319051.554217,261.30348420720725,2194098.33,1221,1796.9683292383293,2003.1396625321522,12,377291.79000000004,1816806.54,0.20766756486906968,1731389400,80,Extreme Greed
2024-12-01,-1925.519024,-275.0741462857143,200082.27,7,28583.181428571428,669.9280140108323,1,102003.64,98078.63,1.0400190133161524,1733031000,81,Extreme Greed
2024-12-02,913.8817869999998,57.11761168749999,227247.69999999998,16,14202.981249999999,828.6571214700353,1,113026.08,114221.62,0.9895331549316145,1733117400,80,Extreme Greed
2024-12-03,3039.166,379.89575,103040.85,8,12880.10625,521.6006618377291,1,50000.84,53040.009999999995,0.9427004255843844,1733203800,76,Extreme Greed
2024-12-04,-592.6458390000001,-4.594153790697676,442088.59,129,3427.0433333333335,122.96278242038903,3,310043.75,132044.84,2.3480186730507606,1733290200,78,Extreme Greed
2024-12-05,0.0,0.0,55179.56,23,2399.111304347826,0.0,2,50200.88,4978.68,10.083170639607284,1733376600,84,Extreme Greed
2024-12-06,-21886.531493,-86.16744682283463,193407.96,254,761.4486614173228,276.1864377273308,2,108407.68,85000.28,1.2753802693355833,1733463000,72,Greed
2024-12-07,1412.314654,74.33235021052631,89582.97,19,4714.893157894737,112.44287174423458,2,89582.97,0.0,1.0,1733549400,75,Extreme Greed
2024-12-08,858.6705000000001,17.88896875,54167.32,48,1128.4858333333334,64.64753431191872,3,46667.45,7499.87,6.222434522198385,1733635800,79,Extreme Greed
2024-12-10,541.55471,54.155471,159713.4,10,15971.34,63.374247509280295,1,109582.25,50131.15,2.1859113545171014,1733808600,78,Extreme Greed
2024-12-11,3494.399394,20.435084175438597,1226354.52,171,7171.663859649123,80.90406191682668,4,804319.93,422034.59,1.9058151844852338,1733895000,74,Greed
2024-12-12,599151.795008,310.1199767122153,4557189.87,1932,2358.7939285714288,1920.807926510415,14,1768229.68,2788960.19,0.6340103692910726,1733981400,83,Extreme Greed
2025-01-01,-9528.065345,-99.25068067708334,282582.1,96,2943.5635416666664,989.3224125030252,6,178565.42,104016.68,1.7166998600609058,1735709400,66,Greed
2025-01-02,32300.205017,50.946695610410096,1363746.44,634,2151.019621451104,446.4149984530011,12,746312.58,617433.86,1.2087328349630841,1735795800,70,Greed
2025-01-03,10596.108968,60.897177977011495,263824.13,174,1516.230632183908,134.45844944800064,5,146062.82,117761.31,1.240329442666696,1735882200,74,Greed
2025-01-04,-2202.6622420000003,-11.472199177083334,704445.1900000001,192,3668.9853645833336,297.0927135926486,9,351576.03,352869.16,0.9963353839139698,1735968600,73,Greed
2025-01-05,54536.829297000004,44.338885607317074,10720240.52,1230,8715.642699186992,972.822640253054,11,2667207.55,8053032.97,0.3312053433701514,1736055000,72,Greed
2025-02-01,8716.519087,24.145482235457067,774674.84,361,2145.9136842105263,117.65384746788118,9,323347.39999999997,451327.44,0.7164363859640352,1738387800,68,Greed
2025-02-02,162854.759623,123.46835452843062,5661092.29,1319,4291.957763457164,1386.063749537317,13,3655408.1,2005684.19,1.8225242629050191,1738474200,60,Greed
2025-02-03,66914.320708,125.77879832330827,6460848.74,532,12144.452518796992,523.6453822891723,10,3130871.27,3329977.4699999997,0.9402079438093016,1738560600,44,Fear
2025-02-04,202212.740938,187.930056633829,3867930.6,1076,3594.7310408921935,783.0878201791388,11,443255.3,3424675.3,0.12942987616957438,1738647000,72,Greed
2025-03-01,6028.486793,11.867099986220472,771208.99,508,1518.1279330708662,63.36348991609002,9,260007.88,511201.11,0.5086215090573649,1740807000,20,Extreme Fear
2025-03-02,348871.326269,146.58459086932774,22592901.37,2380,9492.815701680673,1292.2669438694834,12,10785853.54,11807047.83,0.9135097693595097,1740893400,26,Fear
2025-03-03,616413.032233,415.9332201302294,8244590.38,1482,5563.151403508772,1682.4075657180047,14,5677737.52,2566852.86,2.2119450664577633,1740979800,33,Fear
2025-03-04,-2365.961276,-1.353524757437071,8670233.15,1748,4960.087614416476,81.23364439225159,17,5070214.9,3600018.25,1.408385888043762,1741066200,15,Extreme Fear
2025-04-01,2553.537968,6.882851665768194,1826029.6199999999,371,4921.912722371967,75.44665860042967,9,125538.95,1700490.67,0.07382513307173864,1743485400,34,Fear
2025-04-02,416876.88812,165.9541752070064,15678409.27,2512,6241.404964171974,2184.1682347008123,13,6792488.25,8885921.02,0.7644101534001706,1743571800,44,Fear
2025-04-03,182075.566585,75.80165136761032,11124247.15,2402,4631.24360949209,940.9538347121356,16,8398559.48,2725687.67,3.081262601154886,1743658200,25,Fear
2025-04-04,-25515.678949999998,-20.05949602987421,3835545.73,1272,3015.3661399371067,581.2639206142574,14,1941548.5,1893997.23,1.0251063038777517,1743744600,28,Fear
2025-05-01,3187.719363,13.337737920502093,451943.57,239,1890.977280334728,59.881873800685874,8,187163.38999999998,264780.18,0.7068632931664296,1746077400,53,Neutral
2025-05-02,56706.235562,43.721075992289904,8743231.51,1297,6741.1191287586735,444.31734690264386,11,3503340.32,5239891.19,0.6685902804023683,1746163800,67,Greed
